TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0000313"	"organellar ribosome"	NaN	4.387300822448285	0.09288982004644111	0.7070566401049572	0.33342394	-6.561824825568062	2.8715699362535774	null
"GO:0000315"	"organellar large ribosomal subunit"	NaN	4.076822423342773	0.04544343332107191	0.6526104978669354	0.72005343	null	null	313
"GO:0005761"	"mitochondrial ribosome"	NaN	4.385499027152057	0.09250522252964638	0.5453567340917493	0.95013901	null	null	313
"GO:0005762"	"mitochondrial large ribosomal subunit"	NaN	4.076458387712152	0.04540535435901303	0.529451596053071	0.9062152	null	null	313
"GO:0015934"	"large ribosomal subunit"	NaN	5.13320986955202	0.5174778627954071	0.6092559347956561	0.64681207	null	null	313
"GO:0044391"	"ribosomal subunit"	NaN	5.374416542916315	0.9017783636860739	0.6023304738288673	0.55177979	null	null	313
"GO:0005576"	"extracellular region"	NaN	5.896555426669132	3.0008202208427486	0.9998901556959263	6.586E-05	3.4322998414522683	3.380085115229184	null
"GO:0005634"	"nucleus"	NaN	6.51061631443438	12.339605699963672	0.5957666140476929	0.48127508	-6.588109866709098	-0.8699753839566318	null
"GO:0005739"	"mitochondrion"	NaN	5.860445219146345	2.7614025547937224	0.6616349465508137	0.32107384	-6.8235675974257175	-1.6125439942107713	null
"GO:0005759"	"mitochondrial matrix"	NaN	4.945965621947022	0.33623723497994384	0.6020055808893493	0.22475617	-7.247003154910833	-3.4040525930338434	null
"GO:0031981"	"nuclear lumen"	NaN	5.748255492515579	2.1327493543711986	0.5937607891994107	0.73807799	null	null	5759
"GO:0043233"	"organelle lumen"	NaN	5.847728705683612	2.6817185187893022	0.639345103163706	0.9731793	null	null	5759
"GO:0070013"	"intracellular organelle lumen"	NaN	5.8477200721624465	2.68166520824242	0.6340886943512368	0.94332637	null	null	5759
"GO:0098798"	"mitochondrial protein-containing complex"	NaN	5.088288508177243	0.4666272168619737	0.5901079585507215	0.63101682	null	null	5759
"GO:0005840"	"ribosome"	NaN	5.967355589828362	3.532158825827589	0.6252525774343778	0.46286777	-6.432013866429871	1.0682696476602378	null
"GO:0043232"	"intracellular non-membrane-bounded organelle"	NaN	6.382170910537443	9.180277991654615	0.5866718416672199	0.74103755	null	null	5840
"GO:0005886"	"plasma membrane"	NaN	6.571134321659269	14.184672303876209	0.9763795225851478	0.06058694	4.3360607623264515	-2.8096665527997207	null
"GO:0009507"	"chloroplast"	NaN	5.036549054479153	0.4142191413803319	0.7203488904099181	5.095E-05	-6.201230741578537	-3.2680597668796243	null
"GO:0009536"	"plastid"	NaN	5.127253858946675	0.5104294469183077	0.7148891346273226	0.2334722	-7.9542801522364694	-2.4285253559018187	null
"GO:0009579"	"thylakoid"	NaN	4.801300784437562	0.24097890349344014	0.7087279053036204	0.16592091	-7.118783520875362	2.177589923815388	null
"GO:0012505"	"endomembrane system"	NaN	6.092001253235447	4.706369315667741	0.9998832323620727	7.069E-05	0.7250101582215822	-7.401516077981328	null
"GO:0016020"	"membrane"	NaN	7.208695623759184	61.57163680895251	0.9998185241781015	0.00019671	0.4468356123663861	5.9023117172174695	null
"GO:0018995"	"host cellular component"	NaN	4.350248018334163	0.08529306711569379	0.9999248637996758	-0	2.6967094986463973	1.5806567179475886	null
"GO:0019028"	"viral capsid"	NaN	3.9360107957152097	0.03285833636061082	1	-0	4.553488192814568	0.32319125166568213	null
"GO:0031090"	"organelle membrane"	NaN	6.1053647143359004	4.853437882931562	0.6396716300852628	0.37235378	-6.071251648876507	-0.979661167987905	null
"GO:0031410"	"cytoplasmic vesicle"	NaN	5.551302361554843	1.3551464859591442	0.6668504635382753	0.26236138	-7.843769214414743	-1.4053029570371736	null
"GO:0097708"	"intracellular vesicle"	NaN	5.551609779186643	1.3561060758030283	0.6668280110735063	0.97766487	null	null	31410
"GO:0031967"	"organelle envelope"	NaN	5.709245361568272	1.9495286205286728	0.6064106908100767	0.32723313	-7.662956843981283	-0.6973913394407318	null
"GO:0005740"	"mitochondrial envelope"	NaN	5.576165062294205	1.434990453604212	0.5608682456306339	0.88205262	null	null	31967
"GO:0005743"	"mitochondrial inner membrane"	NaN	5.436630097131756	1.0406713777958525	0.5451428470041716	0.80792686	null	null	31967
"GO:0019866"	"organelle inner membrane"	NaN	5.460580646895238	1.099674729506093	0.5927287309518261	0.85082593	null	null	31967
"GO:0031966"	"mitochondrial membrane"	NaN	5.548848655117503	1.347511654066338	0.5359359013457192	0.94296881	null	null	31967
"GO:0098800"	"inner mitochondrial membrane protein complex"	NaN	4.9222114723180175	0.3183401228122684	0.5337801514950182	0.86485923	null	null	31967
"GO:0031974"	"membrane-enclosed lumen"	NaN	5.847729939029769	2.681726134581714	0.9998917541769871	4.342E-05	2.125699092469621	-6.0268898434588465	null
"GO:0031975"	"envelope"	NaN	5.882898905739659	2.9079265929001017	0.9998906077142709	6.483E-05	-3.7311933195162563	7.349746648642445	null
"GO:0031982"	"vesicle"	NaN	5.567142868563118	1.4054868738009887	0.6900127552225824	0.28754084	-4.949805304130943	-1.613203766789648	null
"GO:0031984"	"organelle subcompartment"	NaN	5.646536053138292	1.6874082773001409	0.6822147330572002	0.29509505	-5.134770085662594	-0.6906553862073005	null
"GO:0033643"	"host cell part"	NaN	4.34409740359441	0.08409357981083895	0.840902948435173	3.279E-05	-1.3791233404808807	6.784587520746304	null
"GO:0033646"	"host intracellular part"	NaN	4.1821863167395446	0.05792190918776812	0.840672732591296	0.97158301	null	null	33643
"GO:0033647"	"host intracellular organelle"	NaN	3.937568038600383	0.03297638114299336	0.8451369909494704	0.93533371	null	null	33643
"GO:0033648"	"host intracellular membrane-bounded organelle"	NaN	3.934498451243568	0.032744099474434164	0.8451919872916314	0.934896	null	null	33643
"GO:0043656"	"host intracellular region"	NaN	4.182214865267536	0.05792571708397402	0.8437348512857963	0.97158741	null	null	33643
"GO:0043657"	"host cell"	NaN	4.350209240309948	0.08528545132328201	0.8407896878110968	0.99814055	null	null	33643
"GO:0042175"	"nuclear outer membrane-endoplasmic reticulum membrane network"	NaN	5.595714416515806	1.501061260672581	0.8896576602273502	5.934E-05	3.0133855216088494	-4.430343691616744	null
