TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0002376"	"immune system process"	NaN	5.207122497650964	0.5358776487042264	1	-0	-5.10216172466484	5.308937046984788	null
"GO:0006091"	"generation of precursor metabolites and energy"	NaN	5.897738674144431	2.62835465282124	0.9477374094679282	0.09500459	0.5233942360852071	-7.627601851875826	null
"GO:0006259"	"DNA metabolic process"	NaN	6.241746897108298	5.803533415077551	0.8585390271046712	0.43778537	3.8039498287476707	-4.162295722163868	null
"GO:0016070"	"RNA metabolic process"	NaN	6.609374431919826	13.53069692267082	0.8376757689179559	0.55321293	null	null	6259
"GO:0006357"	"regulation of transcription by RNA polymerase II"	NaN	5.760807598176641	1.917576443615649	0.7161663206081524	0.47163766	-5.6101926517645015	-3.4348272033740437	null
"GO:0006355"	"regulation of DNA-templated transcription"	NaN	6.476702827628594	9.968929480711344	0.6431980934392111	0.66315541	null	null	6357
"GO:0009889"	"regulation of biosynthetic process"	NaN	6.535623071628731	11.41744126763142	0.651531107834615	0.79197933	null	null	6357
"GO:0010468"	"regulation of gene expression"	NaN	6.556796591485877	11.987877933957485	0.6474691937848975	0.8398442	null	null	6357
"GO:0010556"	"regulation of macromolecule biosynthetic process"	NaN	6.533188965398933	11.35362849062709	0.6452212947547881	0.85789999	null	null	6357
"GO:0019219"	"regulation of nucleobase-containing compound metabolic process"	NaN	6.493902435153483	10.371656789240417	0.649944142266929	0.81273071	null	null	6357
"GO:0031323"	"regulation of cellular metabolic process"	NaN	6.560303649476819	12.085075586791497	0.6468557761750908	0.84145414	null	null	6357
"GO:0031326"	"regulation of cellular biosynthetic process"	NaN	6.5346066819284445	11.390751993579673	0.6418805964850252	0.88420693	null	null	6357
"GO:0051171"	"regulation of nitrogen compound metabolic process"	NaN	6.566310426267426	12.253386983297784	0.6475432197797917	0.8302537	null	null	6357
"GO:0051252"	"regulation of RNA metabolic process"	NaN	6.485295296660484	10.168127791330855	0.6454993778688253	0.88468419	null	null	6357
"GO:0060255"	"regulation of macromolecule metabolic process"	NaN	6.584420109922725	12.7751449948697	0.6451493806253172	0.85381426	null	null	6357
"GO:0080090"	"regulation of primary metabolic process"	NaN	6.568678364705274	12.32037958906501	0.6472319324318306	0.84532371	null	null	6357
"GO:2001141"	"regulation of RNA biosynthetic process"	NaN	6.476791934674309	9.970975081850655	0.643617315904539	0.89064999	null	null	6357
"GO:0006366"	"transcription by RNA polymerase II"	NaN	4.962781175448938	0.30529682304505723	0.876143501606267	0.33012785	3.5653943356404945	-5.7106179876422125	null
"GO:0006518"	"peptide metabolic process"	NaN	6.209810073686402	5.3920715559926595	0.9086366237102803	0.31249909	0.9575131647868342	-1.684183492115035	null
"GO:0006412"	"translation"	NaN	6.184402940776566	5.085673767131161	0.8210846976081005	0.86538906	null	null	6518
"GO:0043043"	"peptide biosynthetic process"	NaN	6.194757090431393	5.208379899863334	0.8436871420573284	0.93122509	null	null	6518
"GO:0043604"	"amide biosynthetic process"	NaN	6.245759355967277	5.857400911746049	0.8461013581996242	0.88662336	null	null	6518
"GO:0006790"	"sulfur compound metabolic process"	NaN	5.768210254776623	1.9505422206753265	0.9498942763212457	0.08917782	-1.0830224982159953	-7.629837238041591	null
"GO:0006793"	"phosphorus metabolic process"	NaN	6.597690579747489	13.171532602957267	0.9320280900255803	0.12703009	6.525006479346079	-1.306825862690213	null
"GO:0006811"	"monoatomic ion transport"	NaN	6.1216953964406695	4.401907471506606	0.8885908786778044	0.42302157	1.6556493308459297	5.922335170610097	null
"GO:0006820"	"monoatomic anion transport"	NaN	5.15661577438455	0.4770441642292414	0.9153881440200216	-0	2.2739423196401893	6.043030601430046	null
"GO:0006952"	"defense response"	NaN	5.495515198600499	1.0410213876080876	0.8886498929284663	0.38496806	6.144206341155919	3.14209337886253	null
"GO:0006281"	"DNA repair"	NaN	5.862949682520338	2.426023079968835	0.7582453018382992	0.90989858	null	null	6952
"GO:0006974"	"DNA damage response"	NaN	5.89454035330973	2.609069457039582	0.8640905115874025	0.69823798	null	null	6952
"GO:0033554"	"cellular response to stress"	NaN	5.975600897672177	3.1444614833595166	0.8631894609595261	0.80686345	null	null	6952
"GO:0006955"	"immune response"	NaN	5.080911354139791	0.4007316001004773	0.9165014103537248	-0	6.416946869505452	2.1285171728405934	null
"GO:0007154"	"cell communication"	NaN	6.415667163528361	8.661893464294382	0.987809332210369	0.01782657	-0.2826206394657596	1.5768761482771916	null
"GO:0009056"	"catabolic process"	NaN	6.260468037413432	6.059177012419161	0.9732375652038624	0.04486862	-2.8673677963434483	-7.323368124857716	null
"GO:0009057"	"macromolecule catabolic process"	NaN	5.843297574736139	2.3186905544982737	0.9321702628959218	0.03731164	6.4971681675038715	-2.8607545633073523	null
"GO:1901575"	"organic substance catabolic process"	NaN	6.23166044436107	5.670299920384538	0.952914992909651	0.79399558	null	null	9057
"GO:0009605"	"response to external stimulus"	NaN	5.766001411104675	1.9406468330502087	0.9007227166095431	0.37851578	5.728761543508157	2.689721041139526	null
"GO:0009607"	"response to biotic stimulus"	NaN	5.432536383264256	0.9004935786085602	0.9090616706027018	0.32014576	5.726099220971332	3.211315621832818	null
"GO:0015833"	"peptide transport"	NaN	4.991483031090237	0.3261553023045909	0.9039824522169564	0.2491866	0.524035695699544	6.311245108257917	null
"GO:0042886"	"amide transport"	NaN	5.071163723611753	0.39183739287037156	0.9022095658865928	0.51415511	null	null	15833
"GO:0016032"	"viral process"	NaN	4.680126929448146	0.15924422787903558	1	-0	-2.9808131702882554	4.428371158281828	null
"GO:0019058"	"viral life cycle"	NaN	4.593894981695562	0.13056589776012328	1	-0	-4.736114466443196	2.758274834982802	null
"GO:0022900"	"electron transport chain"	NaN	5.682764023912308	1.6021713573797571	0.9512229311065593	0.01363143	-1.1642065446186514	-6.058780079920629	null
"GO:0023052"	"signaling"	NaN	6.395632475900429	8.271383217529026	0.7530820865620694	0.37633115	-5.2873095503667065	-2.844491296945406	null
"GO:0019222"	"regulation of metabolic process"	NaN	6.59301188749393	13.030396102887018	0.7340423903646847	0.51514204	null	null	23052
"GO:0032501"	"multicellular organismal process"	NaN	5.852296965826925	2.367239488204565	1	-0	-6.192346528524076	4.213839885548693	null
