TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0002376"	"immune system process"	NaN	5.207122497650964	0.5358776487042264	1	-0	6.072204853273566	-5.575904193802205	null
"GO:0002682"	"regulation of immune system process"	NaN	4.947806094714132	0.29494907484279137	0.8335218387871152	-0	6.7201808502568685	-0.5240275681116808	null
"GO:0005975"	"carbohydrate metabolic process"	NaN	6.220115151808519	5.521546466478484	0.9545808367046421	0.06661355	3.5927309504246776	7.264978803259575	null
"GO:0006091"	"generation of precursor metabolites and energy"	NaN	5.897738674144431	2.62835465282124	0.942658892323567	0.07412192	-6.529281342024773	2.0237766166590054	null
"GO:0006259"	"DNA metabolic process"	NaN	6.241746897108298	5.803533415077551	0.8588915795959882	0.35755874	-1.6932698369313959	5.514370603219831	null
"GO:0016070"	"RNA metabolic process"	NaN	6.609374431919826	13.53069692267082	0.8386197816578306	0.55321293	null	null	6259
"GO:0006325"	"chromatin organization"	NaN	5.497720063529901	1.0463199934860077	0.9547483726163398	0.00919471	-6.063633913427134	-2.839467687750066	null
"GO:0006996"	"organelle organization"	NaN	6.027496386736972	3.543576559632832	0.9479082453882379	0.5960774	null	null	6325
"GO:0016043"	"cellular component organization"	NaN	6.369211959878073	7.783189695545365	0.9438837087119394	0.76464272	null	null	6325
"GO:0044085"	"cellular component biogenesis"	NaN	6.158985438645769	4.796572117984153	0.947195253086349	0.67030132	null	null	6325
"GO:0051276"	"chromosome organization"	NaN	5.5678788176138525	1.2297688384231882	0.9539337429545681	0.60852115	null	null	6325
"GO:0006357"	"regulation of transcription by RNA polymerase II"	NaN	5.760807598176641	1.917576443615649	0.7138020558711874	0.47163766	6.369056815383638	1.812536242217495	null
"GO:0006355"	"regulation of DNA-templated transcription"	NaN	6.476702827628594	9.968929480711344	0.6459355631166372	0.66315541	null	null	6357
"GO:0009889"	"regulation of biosynthetic process"	NaN	6.535623071628731	11.41744126763142	0.657353338662655	0.79197933	null	null	6357
"GO:0010468"	"regulation of gene expression"	NaN	6.556796591485877	11.987877933957485	0.653416924357368	0.8398442	null	null	6357
