TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0000287"	"magnesium ion binding"	NaN	5.807908279706416	1.7504660637586555	0.9444457240981626	0.33348237	-1.329700380510386	-5.8762186183546286	null
"GO:0000976"	"transcription cis-regulatory region binding"	NaN	5.137970928415522	0.37429485653910227	0.9382691497974862	0.38815494	3.685527446554199	-5.214267221417926	null
"GO:0001067"	"transcription regulatory region nucleic acid binding"	NaN	5.138198454980942	0.3744910021471406	0.9406014219362605	0.05201623	3.254363548842287	-6.085019992229336	null
"GO:0003700"	"DNA-binding transcription factor activity"	NaN	6.221101903037759	4.532603540907692	0.9258743347206816	-0	7.348579378944949	-2.8488994151785976	null
"GO:0000981"	"DNA-binding transcription factor activity, RNA polymerase II-specific"	NaN	5.530878153458473	0.924960029883873	0.9361167563861624	0.73808094	null	null	3700
"GO:0140110"	"transcription regulator activity"	NaN	6.254202582560713	4.891571797574246	0.938839838495935	0.80409095	null	null	3700
"GO:0003723"	"RNA binding"	NaN	6.281472442045765	5.208567618365157	0.9170676740778738	0.36410902	2.7372755728497116	-5.644848840317935	null
"GO:0003677"	"DNA binding"	NaN	6.637648108041512	11.827531128307996	0.90573643459281	0.50546017	null	null	3723
"GO:0003735"	"structural constituent of ribosome"	NaN	5.9203065056385995	2.2675249562595297	1	-0	4.246650109336157	6.955927184151178	null
"GO:0004518"	"nuclease activity"	NaN	5.8799269556700935	2.066200559320098	0.8737128046417114	0.35327272	-4.188785962654598	5.343339012191871	null
"GO:0004519"	"endonuclease activity"	NaN	5.66608253186345	1.2627799760615182	0.8727293087472622	0.69062253	null	null	4518
"GO:0004521"	"RNA endonuclease activity"	NaN	5.255660783768924	0.4907998992247454	0.8158882009787097	0.90998596	null	null	4518
"GO:0004540"	"RNA nuclease activity"	NaN	5.441764240295117	0.7533707622741384	0.8083624073581145	0.82056372	null	null	4518
"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	NaN	5.7639129344813105	1.5818244287586074	0.8976387784391381	0.04391505	-3.5573932430372475	5.325921841742991	null
"GO:0004888"	"transmembrane signaling receptor activity"	NaN	5.7985436121541465	1.7131248436283626	0.9639338506306482	-0	2.9328134524744223	7.518454804312932	null
